,text,sentiment
530, apple i have been on hold for minutes thank god i sold most of my stock is this comcast or apple ,0
1361,apple inc heads to trial over digital music claims http t co ojtt nj r ,1
67, aapl apple loop iphone s myth of steve job s garage iphone http t co gwq jqikzd,1
3486,this gb is going kill me im close a shit on my phone ,0
2486,pacific crest s apple analyst selling some shares aapl http t co wmosfzhzzi,1
1254,another lawsuit against this one is about antitrust tactics in http t co qsa r soqe,0
913, mcmillanstu but trying to get launch info ahead of time from telco marketing teams was a nightmare thanks ,0
2394,my phone died on what the fuck is this,0
3387,thanks for newer when transferring files from a local hard drive to a server ,1
1814,five apple predictions for i disagree absolutely apple will have an incredible holiday season http t co gyjajevwoz,1
2614,rt i think it will be valued at s at next year death of steve jobs damaged more than apple ,0
1403,apple inc s brand value jumped here are companies soaring even http t co oyazb xeed ,1
169, apple lower following cautious pac crest deutsche notes http t co qesxiwzuik,1
712, archimage seen a bunch of people tweeting about search then dev forums i don t remember solution ,1
725, bestbuy wishes do come true http t co yk niorzif,1
1183, nd day with my new iphone wtf in switching to http t co vz pdwzee,0
119, aapl jim cramer s best stock picks for the health care sector http t co caqgzx kij,1
385, appiegivevvay if your not affiliated how the fuc you giving away all of these phones i will be calling on monday ,1
3278,rt even the flagship store wasn t spared a visit from the protests http t co xeudg ran ,1
3730,you pieces of shit god damnit man ,0
1231,alabama state representative to name anti discrimination bill after cook http t co blivmobutr ,1
312, first movers featured at mobiquity s own also panelist http t co mrlt wcnpe,1
1265,apple fibonacci levels intraday pre opening aapl http t co lff ygu b,1
1901,great now on board with bill named after ceo http t co dnyiip u s ,1
1083, a protest should not show any form of violence because violence is very destructive https t co dvtwih mdv,1
2729,rt true silly iphone get your life together,0
3606,what hell ,0
1575,aye why don t you guys make the apple headphones in different colors ,1
53, aapl apple devices clobber androids on cyber monday but underdog is ca http t co bi vneo kw,1
374, alharding if only had robots reviewing apps ,1
397, apple notification center is a pain in the ass no way to sort no way to dismiss all notifications and hitting that x on each app,0
1477,apple plans to build a technical center in yokohama japan adding of jobs http t co szknkce in ,1
1374,apple inc flash crash what you need to know http t co ko pt yumv ,1
486, apple everybody else can track when stuff will show up why can t you has great small package tracking ,1
252, onthisdayindigital signed a deal with china today in to finally sell in the country http t co fcocuengin,1
422, apple not a good look http t co ayv kmemfj,0
1764,economic temperature spiking or terrorist attack either way how you re not all in via http t co afxp z mbb,1
2529,refusal of application for app store upheld by australian federal court apple can appeal ,1
2441,no caller id must be able to be blocked on products ,0
2363,my calls wit amanda keep ending fix urself,0
144, aapl why can t apple meet demand for the iphone http t co wqscpag,0
2708,rt what is homekit soon you ll control your home with your iphone aapl http t co qbqo prk,1
2395,my phone dropped and this happened you wanna help me out http t co o sbwx n,0
3644,why can t apple meet demand for the iphone aapl http t co ippd j n r,0
535, apple i wish camera on the side in next and on app in new ,1
2338,me too mt as a die hard customer i am truly displeased with the customer service i was given yesterday ,0
1971,hey love ya but low fi hold music is awful would prefer to hear tips on using apple gear better use of my hold time ,0
177, apple stores hosting hour of code programming workshops on december th http t co ldmfg nqes ,1
1382,apple inc is doomed aapl dropped by currently priced at http t co k pkmj sbf ,0
2289,lol fuck you if i m going to pay you my left arm amp leg for a product make it last for more then a couple months ,0
472, apple can you please make a charger that actually last,0
35, aapl stocks to buy for december gains apple and more http t co eg xhxdlls,1
3373,tell ur update to stop capitalizing everything ,0
1348,apple rivals music from ipods court hears aapl http t co xyurdyy r,1
1459,apple launches holiday itunes stations ios blog http t co ff jispy s ,1
2539,rt this is my most favorite tweet,1
335, store is coming to brooklyn http t co sd pb oucb,1
508, apple goes red for aids awareness http t co nvjbsh duw for every like i get this month a will donate a quarter,1
456, apple and i speak for all of humanity we want to chose what contacts are added to our contacts book from ,0
3735,you ll be able learn how code for free next week at your nearest apple store http t co f x bjjuuk ,1
407, apple sometimes to control the whole world with your ideas it s necessary to test them in a hard way http t co zuzkoca zd,0
1717,dear wow you really made itunes suck please stop updating it and making it worse than it was before you ,0
3579,we know is just going to love his brand new art supplies you ,1
2190,is apple most important stock on earth http t co ykyiwknl s http t co eiaohl ll ,1
2454,oh this is horrible packaging and shipping http t co jarpjyj zu,0
327, needs to consider these emoji s i need in my life http t co hypcrcgj via ,1
239, mkt final for monday december http t co pmj yf rtb,1
2003,how long is this ios update going to take ,0
832, iamrayuko because you know you don t want none ,1
885, lanadelreystan kill yourself ,0
454, apple airplay sucks on yosemite,0
3350,steve jobs don t know what the claims in the case are aapl http t co ufd p qxs,1
1075, swerviinnn clearly its a sign they doing u a favor,1
3554,update led group said to back plan would limit licensing fees http t co sdjnctsvch,1
64, aapl apple just patented an idea steve jobs would have hated http t co zwb a kj,0
3333,sorry but i will be taking my smartphone talents over to iphone is more reliable amp is better for everyday usage ,1
802, while still dominates e commerce devices are grabbing market share http t co pto ctvutv ,1
3558,us stock futures up all eyes on jobs data http t co gdz zx yf ,1
3645,why can t i hide the gray controller on the dvd player what heck http t co izciqwbtfl,0
1506,apple watch on for february underway aapl http t co vjowvvdfx ,1
2214,it s important that apple not become the developer for the world we need people to invent their own stuff cook ceo of ,1
2509,pop up amp are store in boylston st today dancing amp chat ,1
967, onerepublic lmaoo someone needs to get on that quick ,1
3719,yo wtf is wrong with you people make it easier to delete contacts already gosh damn it ,0
561, apple make bigger storage,0
1635,can we get a touch screen macbook ,1
2102,i m learning all about apple ipad mini smart cover green at http t co ,1
93, aapl money energy companies ebb and flow with oil prices http t co qrwllgclk ,1
1143, waywardhem i totally agree,1
1148, wemo any work on integration with looking to purchase but want to get something that is ready,1
430, apple question will passbook ever do anything ,1
545, apple is always the of the ,1
1595,block detected in ,0
2717,rt what do you think want an http t co hjdjq iab,1
1256,anti discrimination bill be named after ceo http t co qezlipc z via ,1
249, new falling on your laptop creates s latest innovation http t co z fkmbkkx,1
102, aapl here s why apple dropped http t co qvpncjv pb,0
947, onerepublic legit thought that was you in this pic ,1
779, edvones you see sir its how you handle them no its not if so robust why a wall full of them ,0
234, jimcramer you used the same logic to explain earnings during the paek in housing its a retailer just like not tech ,1
2119,imessage isn t working thanks ,0
2282,like once i pick up a call on my dying ipad i want to be able to switch it to my macbook before my ipad ,1
